Issuer,ISIN,currency,Moody__Rating,country,annc_date,amt,yield_issue,coupon,ROA,at,moody_21,leverage,investment_grade,sic_str,industry_sector,ROA_impute,at_impute,leverage_impute,ROA_missing,at_missing,leverage_missing,issue_dt1,mat_dt1,issue_year,duration,amt_log,at_log,greenid,country_AS,country_AU,country_AZ,country_BA,country_BE,country_BH,country_BL,country_BR,country_BS,country_BU,country_BV,country_CA,country_CB,country_CC,country_CE,country_CH,country_CI,country_CO,country_CY,country_DN,country_EA,country_EC,country_FN,country_FR,country_GA,country_GE,country_GG,country_GR,country_HK,country_HU,country_IC,country_ID,country_IM,country_IN,country_IR,country_IS,country_IT,country_JE,country_JO,country_JP,country_KU,country_KZ,country_LE,country_LI,country_LS,country_LV,country_LX,country_LY,country_MA,country_MI,country_MO,country_MT,country_MV,country_MX,country_NI,country_NO,country_NT,country_NZ,country_OM,country_PA,country_PE,country_PH,country_PL,country_PO,country_PR,country_QA,country_RU,country_SA,country_SD,country_SG,country_SK,country_SL,country_SP,country_SV,country_SW,country_SZ,country_TG,country_TH,country_TK,country_TW,country_UA,country_UE,country_UK,country_UR,country_US,country_VT,country_WG,industry_sector_Educational Services,"industry_sector_Engineering, Management, Research","industry_sector_Finance, Insurance, Real Estate",industry_sector_Investment & Holding Companies,industry_sector_Legal Services,industry_sector_Manufacturing,industry_sector_Other,industry_sector_Public Administration,industry_sector_Real Estate,industry_sector_Retail Trade,industry_sector_Services,industry_sector_Transportation & Utilities,industry_sector_Wholesale Trade,propensity_score
Raiffeisen Bk Intl Ag,AT000B015086,US,NR,AS,2020-11-09,50.0,0.6,0.6,0.46,,,26.86348913211884,0,6000.0,"Finance, Insurance, Real Estate",0.46,1000244.3,26.86348913211884,0,1,0,2020-12-11,2023-12-11,2020,3.0,3.912023005428146,13.815754828127888,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.12037574940683851
ASE Technology Holding Co Ltd,TW000F154018,US,NR,TW,2019-09-27,200.0,2.15,2.15,3.0,667565.3,,42.84453896896856,0,3674.0,Manufacturing,3.0,667565.3,42.84453896896856,0,0,0,2019-10-03,2022-10-03,2019,3.0027397260273974,5.298317366548036,13.411392492187078,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.009406699249670601
ASE Technology Holding Co Ltd,TW000F154026,US,NR,TW,2019-09-27,100.0,2.5,2.5,3.0,667565.3,,42.84453896896856,0,3674.0,Manufacturing,3.0,667565.3,42.84453896896856,0,0,0,2019-10-03,2024-10-03,2019,5.005479452054795,4.605170185988092,13.411392492187078,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.008436890983046143
AES Corp,US00130HCD52,US,Baa1,US,2020-11-19,800.0,1.386,1.375,0.13,32554.0,14.0,58.592437593940645,1,4911.0,Transportation & Utilities,0.13,32554.0,58.592437593940645,0,0,0,2020-12-04,2026-01-15,2020,5.117808219178082,6.684611727667927,10.390655527951443,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.03082022798294773
AES Corp,US00130HCF01,US,Baa1,US,2020-11-19,1000.0,2.454,2.45,0.13,32554.0,14.0,58.592437593940645,1,4911.0,Transportation & Utilities,0.13,32554.0,58.592437593940645,0,0,0,2020-12-04,2031-01-15,2020,10.12054794520548,6.907755278982137,10.390655527951443,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.021043876525979024
Adani Green Energy Ltd,US00653XAA54,US,Ba3,IN,2021-09-01,750.0,4.375,4.375,1.56,586050.0,9.0,91.45158907287313,0,4911.0,Transportation & Utilities,1.56,586050.0,91.45158907287313,0,0,0,2021-09-08,2024-09-08,2021,3.0027397260273974,6.620073206530356,13.281160389151326,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.02036273588090147
Alexandria RE Equities Inc,US015271AM12,US,Baa2,US,2018-06-12,450.0,4.014,4.0,2.17,30219.4,13.0,43.78763298287212,1,6798.0,Investment & Holding Companies,2.17,30219.4,43.78763298287212,0,0,0,2018-06-21,2024-01-15,2018,5.572602739726028,6.1092475827643655,10.31623938122857,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.046350400471320184
Alexandria RE Equities Inc,US015271AP43,US,Baa1,US,2019-03-12,350.0,3.817,3.8,2.51,30219.4,14.0,40.39751123401314,1,6798.0,Investment & Holding Companies,2.51,30219.4,40.39751123401314,0,0,0,2019-03-21,2026-04-15,2019,7.073972602739726,5.857933154483459,10.31623938122857,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.04864470452955146
Alexandria RE Equities Inc,US015271AW93,US,Baa1,US,2021-02-03,900.0,2.031,2.0,3.29,30219.4,14.0,37.41474248616824,1,6798.0,Investment & Holding Companies,3.29,30219.4,37.41474248616824,0,0,0,2021-02-18,2032-05-18,2021,11.252054794520548,6.802394763324311,10.31623938122857,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.07079490004534164
Analog Devices Inc,US032654AS42,US,Baa1,US,2020-04-06,400.0,3.06,2.95,5.61,50054.8,14.0,28.224621768563253,1,3674.0,Manufacturing,5.61,50054.8,28.224621768563253,0,0,0,2020-04-08,2025-04-01,2020,4.983561643835617,5.991464547107982,10.820873684240768,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.008026949180471853
Apple Inc,US037833BU32,US,Aa1,US,2016-02-16,1500.0,2.867,2.85,17.28,351002.0,20.0,27.233671117415202,1,3571.0,Manufacturing,17.28,351002.0,27.233671117415202,0,0,0,2016-02-23,2023-02-23,2016,7.005479452054795,7.313220387090301,12.768547200437467,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.004006274173421062
Apple Inc,US037833CX61,US,Aa1,US,2017-06-13,1000.0,3.027,3.0,13.95,351002.0,20.0,32.385242667368146,1,3571.0,Manufacturing,13.95,351002.0,32.385242667368146,0,0,0,2017-06-20,2027-06-20,2017,10.005479452054795,6.907755278982137,12.768547200437467,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.004356821896788081
APICORP,US03845EAC66,US,Aa2,SD,2021-09-29,750.0,1.483,1.483,,,19.0,,1,6159.0,"Finance, Insurance, Real Estate",0.9,1000244.3,24.06358221360299,1,1,1,2021-10-06,2026-10-06,2021,5.002739726027397,6.620073206530356,13.815754828127888,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.13331943183389058
AvalonBay Communities Inc,US053484AB76,US,A3,US,2021-09-08,700.0,2.063,2.05,5.22,19902.0,15.0,40.37718853214334,1,6798.0,Investment & Holding Companies,5.22,19902.0,40.37718853214334,0,0,0,2021-09-15,2032-01-15,2021,10.33972602739726,6.551080335043404,9.898575508175107,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.06141947920931167
AvalonBay Communities Inc,US053484AC59,US,A3,US,2021-11-08,400.0,1.92,1.9,5.15,19902.0,15.0,41.704912983212694,1,6798.0,Investment & Holding Companies,5.15,19902.0,41.704912983212694,0,0,0,2021-11-18,2028-12-01,2021,7.041095890410959,5.991464547107982,9.898575508175107,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.06767410044843811
Avangrid Inc,US05351WAA18,US,Baa1,SP,2017-11-16,600.0,3.188,3.15,0.17,39504.0,14.0,19.33523385858839,1,4911.0,Transportation & Utilities,0.17,39504.0,19.33523385858839,0,0,0,2017-11-21,2024-12-01,2017,7.032876712328767,6.396929655216146,10.58415721158496,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.11561536122693428
Avangrid Inc,US05351WAB90,US,Baa1,SP,2019-05-14,750.0,3.817,3.8,1.87,39504.0,14.0,22.239941118743868,1,4911.0,Transportation & Utilities,1.87,39504.0,22.239941118743868,0,0,0,2019-05-16,2029-06-01,2019,10.052054794520547,6.620073206530356,10.58415721158496,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08273930404652283
Avangrid Inc,US05351WAC73,US,Baa1,SP,2020-04-07,750.0,3.228,3.2,2.03,39504.0,14.0,24.022201023328417,1,4911.0,Transportation & Utilities,2.03,39504.0,24.022201023328417,0,0,0,2020-04-09,2025-04-15,2020,5.019178082191781,6.620073206530356,10.58415721158496,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.10136996779427679
Bank of America Corp,US06051GEZ81,US,Baa2,US,2013-11-18,500.0,1.359,1.35,0.54,3160342.0,13.0,23.218597486284786,1,6021.0,"Finance, Insurance, Real Estate",0.54,3160342.0,23.218597486284786,0,0,0,2013-11-21,2016-11-21,2013,3.0027397260273974,6.214608098422191,14.966190807554986,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.017805490453802853
Bank of America Corp,US06051GFR56,US,Baa2,US,2015-05-07,600.0,1.952,1.95,0.54,3160342.0,13.0,23.15514719774952,1,6021.0,"Finance, Insurance, Real Estate",0.54,3160342.0,23.15514719774952,0,0,0,2015-05-12,2018-05-12,2015,3.0027397260273974,6.396929655216146,14.966190807554986,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.014967591352069726
Bank of America Corp,US06051GGB95,US,Baa1,US,2016-11-04,1000.0,2.151,2.151,0.82,3160342.0,14.0,18.72433738408264,1,6021.0,"Finance, Insurance, Real Estate",0.82,3160342.0,18.72433738408264,0,0,0,2016-11-09,2020-11-09,2016,4.002739726027397,6.907755278982137,14.966190807554986,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.014018371426754493
Bank of Nova Scotia,US064159QD10,US,A2,CA,2019-07-15,500.0,2.389,2.375,0.8,1182793.0,16.0,18.48126593239897,1,6211.0,"Finance, Insurance, Real Estate",0.8,1182793.0,18.48126593239897,0,0,0,2019-07-18,2023-01-18,2019,3.506849315068493,6.214608098422191,13.98338914878265,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.008275726189324999
Coca-Cola FEMSA SAB de CV,US191241AJ70,US,A2,MX,2020-08-25,705.0,1.887,1.85,3.64,263225.0,16.0,41.681591600864614,1,2086.0,Manufacturing,3.64,263225.0,41.681591600864614,0,0,0,2020-09-01,2032-09-01,2020,12.008219178082191,6.558197802812269,12.48076445872496,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.011604954652905841
Colbun SA,US192714AE30,US,Baa2,CE,2021-10-14,600.0,3.17,3.15,6.89,4819301.0,13.0,32.673378863620364,1,4911.0,Transportation & Utilities,6.89,4819301.0,32.673378863620364,0,0,0,2021-10-19,2032-01-19,2021,10.257534246575343,6.396929655216146,15.388139454763369,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08353098104613985
Dana Inc,US235825AH97,US,B2,US,2021-04-29,400.0,4.25,4.25,2.99,7052.0,7.0,34.75461439404779,0,3714.0,Manufacturing,2.99,7052.0,34.75461439404779,0,0,0,2021-05-13,2030-09-01,2021,9.30958904109589,5.991464547107982,8.861066543517762,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.005418235025272217
Dominion Energy Inc,US25746UDL08,US,Baa2,US,2021-08-10,1000.0,2.266,2.25,,99590.0,13.0,,1,4911.0,Transportation & Utilities,2.94,99590.0,46.736893510289406,1,0,1,2021-08-12,2031-08-15,2021,10.013698630136986,6.907755278982137,11.508817036925684,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.02156731534483544
Electricite De France SA,US268317AS33,US,A1,FR,2015-10-07,1250.0,3.727,3.625,0.2,,17.0,21.714299238914844,1,4911.0,Transportation & Utilities,0.2,267129.3,21.714299238914844,0,1,0,2015-10-13,2025-10-13,2015,10.008219178082191,7.1308988302963465,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.06047916853444413
Equinix Inc,US29444UBK16,US,Baa3,US,2020-09-23,700.0,1.021,1.0,1.6,27858.9,12.0,44.3233090822737,1,6798.0,Investment & Holding Companies,1.6,27858.9,44.3233090822737,0,0,0,2020-10-07,2025-09-15,2020,4.942465753424657,6.551080335043404,10.234907763424381,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.10504564948784946
Equinix Inc,US29444UBL98,US,Baa3,US,2020-09-23,650.0,1.563,1.55,1.6,27858.9,12.0,44.3233090822737,1,6798.0,Investment & Holding Companies,1.6,27858.9,44.3233090822737,0,0,0,2020-10-07,2028-03-15,2020,7.441095890410959,6.476972362889683,10.234907763424381,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.08818440355115718
Equinix Inc,US29444UBS42,US,Baa3,US,2021-05-03,1000.0,2.555,2.5,1.25,27858.9,12.0,50.62634989200864,1,6798.0,Investment & Holding Companies,1.25,27858.9,50.62634989200864,0,0,0,2021-05-17,2031-05-15,2021,10.0,6.907755278982137,10.234907763424381,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0632760296016808
Federal Realty Invstmnt Trust,US313747BB27,US,A3,US,2020-10-08,400.0,1.379,1.25,1.7,,15.0,56.584492887061835,1,6798.0,Investment & Holding Companies,1.7,43137.5,56.584492887061835,0,1,0,2020-10-13,2026-02-15,2020,5.345205479452055,5.991464547107982,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.09072741287397351
Ford Motor Co,US345370DA55,US,Ba2,US,2021-11-08,2500.0,3.25,3.25,7.45,243239.0,10.0,57.3505104117349,0,3711.0,Manufacturing,7.45,243239.0,57.3505104117349,0,0,0,2021-11-12,2032-02-12,2021,10.257534246575343,7.824046010856292,12.401799778059669,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0046545936327758415
Georgia Power Co,US373334KE00,US,A3,US,2016-03-02,325.0,3.294,3.25,,,15.0,,1,4911.0,Transportation & Utilities,2.94,267129.3,46.736893510289406,1,1,1,2016-03-08,2026-04-01,2016,10.07123287671233,5.783825182329737,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.017363647594785193
Hannon Armstrong,US418751AB93,US,NR,US,2020-04-15,400.0,6.0,6.0,3.62,4148.3,,68.00950683303624,0,6798.0,Investment & Holding Companies,3.62,4148.3,68.00950683303624,0,0,0,2020-04-21,2025-04-15,2020,4.986301369863014,5.991464547107982,8.330453890745735,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.01885461136078016
Healthpeak Properties Inc,US42250PAC77,US,Baa1,US,2021-06-30,450.0,1.373,1.35,4.33,15164.5,14.0,38.64251625687254,1,6798.0,Investment & Holding Companies,4.33,15164.5,38.64251625687254,0,0,0,2021-07-12,2027-02-01,2021,5.561643835616438,6.1092475827643655,9.626712448923021,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.08496619887242476
Healthpeak Properties Inc,US42250PAD50,US,Baa1,US,2021-11-15,500.0,2.218,2.125,3.41,15164.5,14.0,41.848272119917254,1,6798.0,Investment & Holding Companies,3.41,15164.5,41.848272119917254,0,0,0,2021-11-24,2028-12-01,2021,7.024657534246575,6.214608098422191,9.626712448923021,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.06942904934641095
