Issuer,ISIN,currency,Moody__Rating,country,annc_date,amt,yield_issue,coupon,ROA,at,moody_21,leverage,investment_grade,sic_str,industry_sector,ROA_impute,at_impute,leverage_impute,ROA_missing,at_missing,leverage_missing,issue_dt1,mat_dt1,issue_year,duration,amt_log,at_log,greenid,country_AS,country_AU,country_AZ,country_BA,country_BE,country_BH,country_BL,country_BR,country_BS,country_BU,country_BV,country_CA,country_CB,country_CC,country_CE,country_CH,country_CI,country_CO,country_CY,country_DN,country_EA,country_EC,country_FN,country_FR,country_GA,country_GE,country_GG,country_GR,country_HK,country_HU,country_IC,country_ID,country_IM,country_IN,country_IR,country_IS,country_IT,country_JE,country_JO,country_JP,country_KU,country_KZ,country_LE,country_LI,country_LS,country_LV,country_LX,country_LY,country_MA,country_MI,country_MO,country_MT,country_MV,country_MX,country_NI,country_NO,country_NT,country_NZ,country_OM,country_PA,country_PE,country_PH,country_PL,country_PO,country_PR,country_QA,country_RU,country_SA,country_SD,country_SG,country_SK,country_SL,country_SP,country_SV,country_SW,country_SZ,country_TG,country_TH,country_TK,country_TW,country_UA,country_UE,country_UK,country_UR,country_US,country_VT,country_WG,industry_sector_Educational Services,"industry_sector_Engineering, Management, Research","industry_sector_Finance, Insurance, Real Estate",industry_sector_Investment & Holding Companies,industry_sector_Legal Services,industry_sector_Manufacturing,industry_sector_Other,industry_sector_Public Administration,industry_sector_Real Estate,industry_sector_Retail Trade,industry_sector_Services,industry_sector_Transportation & Utilities,industry_sector_Wholesale Trade,propensity_score
Eurosic SA,FR0012383842,EUR,NR,FR,2014-12-11,155.068,3.051,3.051,3.89,,,74.43019576596271,0,6798.0,Investment & Holding Companies,3.89,43137.5,74.43019576596271,0,1,0,2014-12-15,2023-01-16,2014,8.093150684931507,5.0438637303917115,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.11085783672718784
Gecina SA,FR0012448025,EUR,Baa1,FR,2015-01-12,591.716,1.581,1.5,,,14.0,,1,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2015-01-20,2025-01-20,2015,10.008219178082191,6.383026790047154,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.1950723986752334
Gecina SA,FR0012790327,EUR,Baa1,FR,2015-06-09,563.825,2.271,2.0,,,14.0,,1,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2015-06-17,2024-06-17,2015,9.008219178082191,6.334743919662173,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.17605614901043193
Schneider Electric SE,FR0013015559,EUR,A3,FR,2015-10-12,227.144,1.841,1.841,3.24,,15.0,17.37860827036122,1,3612.0,Manufacturing,3.24,83006.4,17.37860827036122,0,1,0,2015-10-13,2025-10-13,2015,10.008219178082191,5.425584177592847,11.326672992239768,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.037192763887046565
Fonciere De Paris SIIC SA,FR0013048196,EUR,NR,FR,2015-11-02,110.205,3.0,3.0,2.32,,,74.43019576596271,0,6798.0,Investment & Holding Companies,2.32,43137.5,74.43019576596271,0,1,0,2015-11-06,2023-11-06,2015,8.005479452054795,4.702342267740351,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.12369075822764934
Fonciere De Paris SIIC SA,FR0013048204,EUR,NR,FR,2015-11-04,54.33,2.75,2.75,2.32,,,74.43019576596271,0,6798.0,Investment & Holding Companies,2.32,43137.5,74.43019576596271,0,1,0,2015-11-06,2022-11-06,2015,7.005479452054795,3.9950765605634317,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.1359572201508763
Societe Fonciere Lyonnaise SA,FR0013053030,EUR,NR,SP,2015-11-05,544.248,2.273,2.25,8.82,,,38.164065362350705,0,6798.0,Investment & Holding Companies,8.82,43137.5,38.164065362350705,0,1,0,2015-11-16,2022-11-16,2015,7.005479452054795,6.299405025326095,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.2114050107504502
Eurosic SA,FR0013064573,EUR,NR,FR,2015-11-25,106.157,3.0,3.0,4.71,,,39.72198034581416,0,6798.0,Investment & Holding Companies,4.71,43137.5,39.72198034581416,0,1,0,2015-12-01,2026-06-01,2015,10.506849315068493,4.6649191303933035,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.13771872143148253
Schneider Electric SE,FR0013073004,EUR,A3,FR,2015-12-09,110.217,1.683,1.841,3.24,,15.0,17.37860827036122,1,3612.0,Manufacturing,3.24,83006.4,17.37860827036122,0,1,0,2015-12-15,2025-10-13,2015,9.835616438356164,4.702451149793974,11.326672992239768,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.038093671535498315
Fonciere des Regions SA,FR0013170834,EUR,NR,FR,2016-05-09,569.282,1.904,1.875,,,,,0,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2016-05-20,2026-05-20,2016,10.005479452054795,6.344375917680967,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.17897245719213925
Gecina SA,FR0013205069,EUR,Baa1,FR,2016-09-23,561.23,1.078,1.0,,,14.0,,1,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2016-09-30,2029-01-30,2016,12.342465753424657,6.3301308036776565,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.21264856103843793
Electricite De France SA,FR0013213295,EUR,A3,FR,2016-10-06,1950.513,1.015,1.0,0.8,,15.0,22.85214807685963,1,4911.0,Transportation & Utilities,0.8,267129.3,22.85214807685963,0,1,0,2016-10-13,2026-10-13,2016,10.005479452054795,7.575847693882204,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.11365275681791684
Engie SA,FR0013245859,EUR,A2,FR,2017-03-15,751.476,1.009,0.875,,,16.0,,1,4911.0,Transportation & Utilities,2.94,267129.3,46.736893510289406,1,1,1,2017-03-27,2024-03-27,2017,7.005479452054795,6.622039272555316,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.09205423174771431
Engie SA,FR0013245867,EUR,A2,FR,2017-03-15,858.83,1.646,1.5,,,16.0,,1,4911.0,Transportation & Utilities,2.94,267129.3,46.736893510289406,1,1,1,2017-03-27,2028-03-27,2017,11.008219178082191,6.755570997858404,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.07353926756469699
Gecina SA,FR0013266350,EUR,A3,FR,2017-06-27,567.022,1.476,1.375,,,15.0,,1,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2017-06-30,2027-06-30,2017,10.005479452054795,6.340398103680491,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.20095974428948032
Gecina SA,FR0013266368,EUR,A3,FR,2017-06-27,567.022,2.114,2.0,,,15.0,,1,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2017-06-30,2032-06-30,2017,15.01095890410959,6.340398103680491,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.16294294578873783
Icade SA,FR0013281755,EUR,NR,FR,2017-09-04,713.946,1.597,1.5,,,,,0,6552.0,Real Estate,2.91,147786.8,44.79158581075836,1,1,1,2017-09-13,2027-09-13,2017,10.005479452054795,6.570807329227372,11.90352597362966,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.11554795652356585
Gecina SA,FR0013284205,EUR,A3,FR,2017-09-19,839.832,1.51,1.375,,,15.0,,1,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2017-09-26,2028-01-26,2017,10.33972602739726,6.733201871834693,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.19820633300595875
Engie SA,FR0013284247,EUR,A2,FR,2017-09-19,599.88,0.459,0.375,,,16.0,,1,4911.0,Transportation & Utilities,2.94,267129.3,46.736893510289406,1,1,1,2017-09-28,2023-02-28,2017,5.421917808219178,6.39672963521348,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1076996680858524
Engie SA,FR0013284254,EUR,A2,FR,2017-09-19,899.82,1.429,1.375,,,16.0,,1,4911.0,Transportation & Utilities,2.94,267129.3,46.736893510289406,1,1,1,2017-09-28,2029-02-28,2017,11.427397260273972,6.802194743321643,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.07545572782617016
Gecina SA,FR0013322989,EUR,A3,FR,2018-03-07,620.6,1.875,1.625,,,15.0,,1,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2018-03-14,2030-03-14,2018,12.008219178082191,6.43068675201428,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.18458898697418694
Societe Fonciere Lyonnaise SA,FR0013335767,EUR,NR,SP,2018-05-17,589.65,1.621,1.5,,,,,0,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2018-05-29,2025-05-29,2018,7.005479452054795,6.379529140535979,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.3037419106549881
BNP Paribas SA,FR0013405537,EUR,Baa1,FR,2019-02-21,850.05,1.193,1.125,0.36,,14.0,9.045383281537163,1,6000.0,"Finance, Insurance, Real Estate",0.36,1000244.3,9.045383281537163,0,1,0,2019-02-28,2024-08-28,2019,5.501369863013698,6.745295171283738,13.815754828127888,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.054526060357193214
Gecina SA,FR0013422227,EUR,A3,FR,2019-05-22,557.6,1.732,1.625,,,15.0,,1,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2019-05-29,2034-05-29,2019,15.01095890410959,6.323641859446314,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.17816846842213094
Engie SA,FR0013428489,EUR,A3,FR,2019-06-14,840.525,0.449,0.375,,,15.0,,1,4911.0,Transportation & Utilities,2.94,267129.3,46.736893510289406,1,1,1,2019-06-21,2027-06-21,2019,8.005479452054795,6.734026696606201,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.10295220978484068
Engie SA,FR0013428513,EUR,A3,FR,2019-06-14,840.525,1.493,1.375,,,15.0,,1,4911.0,Transportation & Utilities,2.94,267129.3,46.736893510289406,1,1,1,2019-06-21,2039-06-21,2019,20.013698630136986,6.734026696606201,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0668124433507387
Covivio SA,FR0013447232,EUR,NR,FR,2019-09-10,552.15,1.165,1.125,,,,,0,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2019-09-17,2031-09-17,2019,12.008219178082191,6.31381974849314,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.20766177729228188
Engie SA,FR0013455813,EUR,A3,FR,2019-10-17,1000.98,0.5,0.5,0.53,,15.0,27.18832936703336,1,4911.0,Transportation & Utilities,0.53,267129.3,27.18832936703336,0,1,0,2019-10-24,2030-10-24,2019,11.008219178082191,6.908734799095638,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.12696741048662538
Nexity SA,FR0013469996,EUR,NR,FR,2019-12-19,93.408,2.257,2.257,2.16,,,40.50172347759479,0,6552.0,Real Estate,2.16,147786.8,40.50172347759479,0,1,0,2019-12-20,2026-12-20,2019,7.005479452054795,4.536976994671704,11.90352597362966,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.11327002963568333
Nexity SA,FR0013470010,EUR,NR,FR,2019-12-19,173.472,2.464,2.464,2.16,,,40.50172347759479,0,6552.0,Real Estate,2.16,147786.8,40.50172347759479,0,1,0,2019-12-20,2027-12-20,2019,8.005479452054795,5.156016203077928,11.90352597362966,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.10419847806514497
Engie SA,FR0013504677,EUR,A3,FR,2020-03-20,802.05,1.789,1.75,,,15.0,,1,4911.0,Transportation & Utilities,2.94,267129.3,46.736893510289406,1,1,1,2020-03-27,2028-03-27,2020,8.005479452054795,6.68717095006285,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.07199971564237331
Engie SA,FR0013504693,EUR,A3,FR,2020-03-20,802.05,2.221,2.125,,,15.0,,1,4911.0,Transportation & Utilities,2.94,267129.3,46.736893510289406,1,1,1,2020-03-27,2032-03-30,2020,12.016438356164384,6.68717095006285,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.061474007774372126
Societe Fonciere Lyonnaise SA,FR0013515871,EUR,NR,SP,2020-05-27,550.15,1.564,1.5,,,,,0,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2020-06-05,2027-06-05,2020,7.002739726027397,6.310190968315922,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.3042011675442094
Arkema SA,FR00140005T0,EUR,Baa1,FR,2020-10-07,352.8,0.215,0.125,3.01,,14.0,34.60628453822094,1,2869.0,Manufacturing,3.01,83006.4,34.60628453822094,0,1,0,2020-10-14,2026-10-14,2020,6.002739726027397,5.865901324132636,11.326672992239768,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.054461952146151536
Icade SA,FR0014001IM0,EUR,NR,FR,2021-01-11,728.94,0.639,0.625,,,,,0,6552.0,Real Estate,2.91,147786.8,44.79158581075836,1,1,1,2021-01-18,2031-01-18,2021,10.005479452054795,6.591591424094706,11.90352597362966,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.14358194654269582
Covivio SA,FR0014001LV5,EUR,NR,FR,2021-01-20,121.04,0.875,0.875,,,,,0,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2021-01-20,2033-01-20,2021,12.008219178082191,4.7961210694801,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.22775236417444125
Gecina SA,FR00140049A8,EUR,A3,FR,2021-06-22,596.9,0.994,0.875,,,15.0,,1,6798.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2021-06-30,2036-06-30,2021,15.01095890410959,6.391749595174604,10.672147967406259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.21139244906209279
Engie SA,FR0014005ZP8,EUR,Baa1,FR,2021-10-20,873.675,0.552,0.375,,,14.0,,1,4911.0,Transportation & Utilities,2.94,267129.3,46.736893510289406,1,1,1,2021-10-26,2029-10-26,2021,8.005479452054795,6.7727084529539505,12.495488089824597,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.10284261299052183
